category,part_number,description,price,currency,stock,date,fetched_at,source
inductor,IND59801F,Panasonic 2N3904 0805 Inductor,50.1859,USD,28359,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED81450G,Infineon 100nF 0805 Led,47.7608,USD,42666,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC62538G,Samsung 100nF TO-220 Ic,47.4427,USD,41375,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED44169C,Panasonic 100nF 0603 Led,39.5477,USD,32069,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO63569H,ON Semi 100nF SOIC-8 Diode,1.1009,USD,33597,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC50040C,Infineon 100k TO-220 Ic,17.0575,USD,40640,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP41297G,TE Connectivity 10uF QFN-32 Capacitor,13.6914,USD,43970,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN32976E,STMicro 10k 0603 Sensor,34.7021,USD,33829,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS68944B,Panasonic 220uF 0603 Fuse,4.948,USD,10349,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI25690B,Murata 220uF 0805 Switch,16.272,USD,11443,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES48731C,TE Connectivity 10k 1206 Resistor,58.2494,USD,44931,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA13433A,STMicro 1k 1206 Transistor,23.2397,USD,1109,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND40879H,STMicro 220uF QFN-32 Inductor,2.0593,USD,14501,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP46153E,TE Connectivity 2N3904 SOIC-8 Capacitor,40.8656,USD,30699,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND16477H,TE Connectivity 1N4148 SOIC-8 Inductor,60.8976,USD,43537,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND67562H,STMicro 10uF SOT-23 Inductor,12.3575,USD,22079,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED28049H,Samsung 10k SOT-23 Led,54.5794,USD,15819,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS86617D,NXP 100nF 0805 Fuse,23.775,USD,21700,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND10193B,Infineon 1k QFN-32 Inductor,10.021,USD,13233,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES15722D,ON Semi 100k QFN-32 Resistor,14.9139,USD,11246,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP74136A,Texas Instruments 220uF DIP-8 Capacitor,32.5272,USD,21860,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY78895F,Infineon 100k TO-220 Crystal,50.9419,USD,24890,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA21324D,STMicro 2N3904 0805 Transistor,46.6917,USD,30438,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC70722F,Texas Instruments 220uF QFN-32 Ic,62.1179,USD,13790,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS73416A,Infineon 100k SOT-23 Fuse,40.9633,USD,22677,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES95670C,TDK 10uF SOT-23 Resistor,22.8904,USD,44092,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO80126D,Infineon 220uF 0603 Diode,15.5313,USD,40289,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI44956B,TE Connectivity 220uF DIP-8 Switch,47.7907,USD,29918,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL19380A,NXP 220uF SOIC-8 Relay,30.1061,USD,19573,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC20265B,Texas Instruments 1N4148 SOT-23 Ic,2.8283,USD,3674,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI62315G,Vishay 1N4148 TO-220 Switch,31.2645,USD,24923,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND47945D,ON Semi LM358 SOT-23 Inductor,30.6403,USD,32771,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP19249G,Texas Instruments 10k 0805 Capacitor,1.8496,USD,3987,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND87619F,Panasonic 1k TO-220 Inductor,52.1784,USD,32243,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS10509E,Vishay 10uF 0603 Fuse,4.5563,USD,30523,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA57771B,Samsung 1k TO-220 Transistor,24.3348,USD,37743,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS54383H,TDK 1k SOT-23 Fuse,44.8705,USD,15742,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA85062F,TE Connectivity 220uF TO-220 Transistor,24.5795,USD,30752,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL87434G,ON Semi 100nF SOT-23 Relay,24.5691,USD,13203,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL95277C,TDK 10k 1206 Relay,10.3135,USD,10583,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS42611A,Panasonic LM358 SOIC-8 Fuse,38.3639,USD,8539,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY13931D,STMicro 100k QFN-32 Crystal,48.4817,USD,24144,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC81824C,NXP 10k TO-220 Ic,41.2041,USD,43599,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP97705G,Infineon 10k 0805 Capacitor,46.1473,USD,41415,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI88399H,Vishay 2N3904 SOIC-8 Switch,17.4803,USD,29602,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI65004A,Texas Instruments 220uF TO-220 Switch,4.4569,USD,4702,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON21578F,ON Semi 2N3904 1206 Connector,5.0222,USD,7304,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO59512E,STMicro 100k 0805 Diode,31.6638,USD,6443,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED92368C,Panasonic 220uF TO-220 Led,66.1421,USD,23775,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED32028E,Infineon 1k SOIC-8 Led,22.2935,USD,7601,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY86419A,Infineon 10k QFN-32 Crystal,58.4264,USD,11917,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND90597G,TDK 10uF QFN-32 Inductor,54.627,USD,30448,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY41511G,STMicro 10k SOT-23 Crystal,25.394,USD,23275,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA88412E,Texas Instruments 100k DIP-8 Transistor,64.4695,USD,17178,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON11191G,Texas Instruments 100nF SOT-23 Connector,63.9961,USD,10123,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC16946E,Samsung 1k 0603 Ic,64.4115,USD,15919,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON34091B,NXP 2N3904 TO-220 Connector,43.2339,USD,35053,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN79024D,TE Connectivity 220uF 0603 Sensor,12.0768,USD,7628,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP60001F,TE Connectivity 100k 1206 Capacitor,9.9326,USD,23763,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED89799C,ON Semi LM358 0805 Led,36.7451,USD,7684,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL43287H,Infineon 220uF 0603 Relay,14.3757,USD,42451,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO97137H,Samsung 100k 0603 Diode,54.2126,USD,32431,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY34167E,Texas Instruments 220uF SOT-23 Crystal,54.3585,USD,37236,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON76664A,Panasonic 10uF SOIC-8 Connector,13.5132,USD,27304,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL76589F,ON Semi 1k TO-220 Relay,66.1572,USD,1253,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS28655E,STMicro 2N3904 DIP-8 Fuse,27.9704,USD,24824,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES87813B,Texas Instruments 10k QFN-32 Resistor,56.6257,USD,5606,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON55513G,Texas Instruments LM358 SOIC-8 Connector,24.5914,USD,10482,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO59597E,Samsung 10uF SOIC-8 Diode,9.8549,USD,4951,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND82322G,Panasonic LM358 SOT-23 Inductor,26.5855,USD,39680,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON15081F,NXP 2N3904 SOIC-8 Connector,31.2037,USD,39686,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI20016B,TE Connectivity LM358 0805 Switch,36.5464,USD,41584,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN11119F,TE Connectivity 10uF 1206 Sensor,9.9262,USD,6033,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA97983C,Murata 1N4148 SOT-23 Transistor,36.6073,USD,27266,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI17314H,Panasonic 2N3904 DIP-8 Switch,43.3982,USD,10341,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI81680B,TE Connectivity 10k SOT-23 Switch,32.5828,USD,20583,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY10808G,TE Connectivity 2N3904 SOIC-8 Crystal,56.2342,USD,29306,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY10612H,STMicro 100nF QFN-32 Crystal,13.298,USD,23752,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN87592E,Infineon 1k SOIC-8 Sensor,63.1162,USD,3566,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC24640D,Infineon 10k SOIC-8 Ic,32.0701,USD,8260,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES60324D,TDK 2N3904 TO-220 Resistor,8.0478,USD,32822,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND11238A,STMicro 1k 0603 Inductor,16.1344,USD,21391,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND29493D,Panasonic 2N3904 SOIC-8 Inductor,10.5274,USD,17674,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS19305F,TDK 1N4148 0603 Fuse,12.9067,USD,12282,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS61006G,Murata 1k 1206 Fuse,51.4752,USD,15976,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO18376D,Vishay 100k SOIC-8 Diode,2.5432,USD,39421,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS19315E,NXP 10uF SOIC-8 Fuse,62.3958,USD,24704,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP59632G,Samsung 10k DIP-8 Capacitor,27.3594,USD,32414,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY34247F,Vishay 2N3904 0603 Crystal,23.4105,USD,20998,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL90694G,Texas Instruments 10k TO-220 Relay,35.3196,USD,18149,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP94060B,STMicro LM358 TO-220 Capacitor,24.1483,USD,24578,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY96023F,Infineon 10k 0805 Crystal,28.3644,USD,21186,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN23676F,Murata 1k QFN-32 Sensor,16.5689,USD,30551,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND53621D,Vishay 1k SOIC-8 Inductor,45.4145,USD,32488,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP80740D,TDK 1k TO-220 Capacitor,46.6197,USD,5047,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO31365B,Murata 220uF TO-220 Diode,50.4541,USD,5367,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN52634D,Murata LM358 DIP-8 Sensor,59.5797,USD,20527,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS66333G,TE Connectivity 100nF 1206 Fuse,16.7376,USD,33516,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY73106C,Vishay 1N4148 SOIC-8 Crystal,20.1639,USD,41416,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND83276B,ON Semi 2N3904 QFN-32 Inductor,33.1781,USD,24283,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA19609H,TDK 1k SOT-23 Transistor,13.1355,USD,7019,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON41696E,STMicro 220uF TO-220 Connector,28.1573,USD,27122,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO82832F,Texas Instruments 100k 0805 Diode,13.3811,USD,1223,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY32926C,Samsung 1k SOT-23 Crystal,7.9632,USD,14252,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC53652D,Panasonic 100nF TO-220 Ic,3.8556,USD,9608,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED37048D,Murata 100k SOT-23 Led,22.6465,USD,31704,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND33202C,Panasonic 1N4148 SOT-23 Inductor,9.2285,USD,4868,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES89888F,Vishay 10uF SOIC-8 Resistor,14.0251,USD,31462,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC85054E,Murata 1N4148 1206 Ic,49.7146,USD,1916,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL80951F,STMicro 1k QFN-32 Relay,66.1509,USD,36071,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC59791A,Vishay 2N3904 TO-220 Ic,65.4177,USD,41734,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP81945A,Infineon 10k SOIC-8 Capacitor,42.5012,USD,42603,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN11968B,STMicro 220uF 0805 Sensor,65.6544,USD,8355,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS43293D,Murata 1k QFN-32 Fuse,59.8942,USD,3294,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA92022E,Panasonic 2N3904 QFN-32 Transistor,30.7882,USD,26611,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY12081B,STMicro 10k 0603 Crystal,65.8151,USD,39702,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED64465C,TE Connectivity 10k DIP-8 Led,33.5524,USD,43805,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED87051D,TDK LM358 DIP-8 Led,22.3817,USD,5283,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON88843D,Texas Instruments 100nF QFN-32 Connector,29.2392,USD,14133,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL44363A,Infineon 2N3904 1206 Relay,34.3806,USD,16013,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED92287F,Infineon 100k QFN-32 Led,17.7206,USD,24446,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA74294A,TE Connectivity 1k 1206 Transistor,53.3213,USD,5103,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON59124H,TDK 10uF SOIC-8 Connector,11.9569,USD,39874,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC73708H,ON Semi LM358 SOT-23 Ic,67.7405,USD,38447,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED71742G,Panasonic 1k SOIC-8 Led,6.9952,USD,30912,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA14747C,STMicro 100nF 0603 Transistor,17.7363,USD,27807,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY75955H,STMicro 100k SOIC-8 Crystal,6.4395,USD,19783,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON15678B,Infineon 100nF 1206 Connector,64.6028,USD,35630,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED37663A,Texas Instruments 1k 0805 Led,16.2037,USD,26025,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY49849F,Samsung 10k QFN-32 Crystal,67.6002,USD,26482,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES56065F,TE Connectivity 1k TO-220 Resistor,11.8644,USD,9281,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL45996F,Infineon 1N4148 DIP-8 Relay,20.156,USD,35049,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY58987B,TDK 1k SOIC-8 Crystal,50.0628,USD,9278,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN17832D,Samsung 1k QFN-32 Sensor,23.2764,USD,24629,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY68786B,TDK 2N3904 QFN-32 Crystal,58.8194,USD,21383,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY31579H,ON Semi 1N4148 SOIC-8 Crystal,28.3029,USD,29494,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA20234E,STMicro 1k 0603 Transistor,22.5744,USD,30885,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND20075G,STMicro 100k 0603 Inductor,67.044,USD,39485,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES30387C,NXP 100nF QFN-32 Resistor,60.2551,USD,39630,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP41057C,Murata 220uF 1206 Capacitor,3.1986,USD,28766,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC75507C,Samsung 100k TO-220 Ic,3.9776,USD,6407,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI40094E,Samsung 2N3904 QFN-32 Switch,0.5337,USD,7650,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON26946G,Samsung 10uF QFN-32 Connector,25.5582,USD,13956,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO88056D,Texas Instruments 100nF 0603 Diode,1.6193,USD,14420,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA95144G,NXP 10k 1206 Transistor,26.4787,USD,17978,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP11472G,Panasonic 10uF QFN-32 Capacitor,66.4102,USD,13307,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON91182G,Vishay 10uF 0603 Connector,0.4406,USD,22958,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP98881C,TDK 10uF TO-220 Capacitor,26.0694,USD,6765,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN32482E,Infineon 2N3904 DIP-8 Sensor,34.3574,USD,5946,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS55290G,Infineon 10k SOT-23 Fuse,16.0935,USD,21724,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON98472E,TE Connectivity 1N4148 SOT-23 Connector,13.4706,USD,15308,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN77915D,Texas Instruments 100k SOIC-8 Sensor,15.2799,USD,42451,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON61337B,TE Connectivity 10uF 0603 Connector,40.8831,USD,18705,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL40318A,Murata 100nF 0603 Relay,10.9485,USD,43526,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP23551H,Texas Instruments 100nF QFN-32 Capacitor,57.1237,USD,39509,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO84192D,Infineon 2N3904 SOT-23 Diode,0.6548,USD,41477,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND46902D,Texas Instruments 220uF SOIC-8 Inductor,55.597,USD,28006,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS25254H,ON Semi 100nF 0805 Fuse,28.1765,USD,31679,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS31477E,Infineon 100k SOIC-8 Fuse,21.7349,USD,29626,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA58361C,TE Connectivity 1k QFN-32 Transistor,37.561,USD,28200,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP30429D,Samsung LM358 SOIC-8 Capacitor,42.6959,USD,42575,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON47704F,STMicro 100k 0603 Connector,21.4995,USD,22268,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN13617D,Texas Instruments 1k DIP-8 Sensor,27.2723,USD,40009,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL30253H,Samsung 2N3904 SOIC-8 Relay,19.2921,USD,248,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY71442F,Panasonic 1N4148 SOIC-8 Crystal,61.3958,USD,42722,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY38526G,Samsung 100k 1206 Crystal,49.1504,USD,17283,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES56845B,NXP LM358 SOIC-8 Resistor,0.1319,USD,24840,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP53454B,Texas Instruments 1N4148 1206 Capacitor,62.5998,USD,21309,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED65310B,Samsung LM358 SOT-23 Led,46.871,USD,21037,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON50806G,NXP 1k 0805 Connector,18.6929,USD,2806,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC29583E,ON Semi 100k QFN-32 Ic,3.9073,USD,18255,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND73161F,Vishay 2N3904 SOT-23 Inductor,15.3773,USD,22612,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN21490A,Murata 10uF 1206 Sensor,0.4118,USD,21184,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN24223E,TE Connectivity 220uF SOT-23 Sensor,28.6775,USD,26993,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN66855D,ON Semi 10uF 0805 Sensor,67.948,USD,8746,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL40842E,TE Connectivity 2N3904 TO-220 Relay,46.8507,USD,18298,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA50445E,Texas Instruments 2N3904 TO-220 Transistor,8.7024,USD,14024,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY37297G,Infineon 220uF 0805 Crystal,22.806,USD,22503,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI81088B,STMicro LM358 QFN-32 Switch,19.5511,USD,33513,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
